Feature ID	Taxon	Confidence
ASV_667	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium	0.7164130721968731
ASV_668	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	0.7560918128990414
ASV_669	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__unidentified;g__unidentified;s__unidentified	0.7064414840561802
ASV_670	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Aleuria;s__Aleuria_aurantia	0.7881322034471142
ASV_671	k__Stramenopila;p__Oomycota;c__Oomycetes	0.7875096703309579
ASV_672	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_chlamydospora	0.9995148186268368
ASV_673	k__Protista;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.8069793404225029
ASV_674	k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Pseudozyma;s__Pseudozyma_prolifica	0.9730960518465928
ASV_675	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_virilente	0.9711296108084657
ASV_676	Unassigned	0.47521989816890886
ASV_677	k__Stramenopila;p__Oomycota;c__Oomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__unidentified	0.9239040945118191
ASV_678	Unassigned	0.3409749214103899
ASV_679	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9974635205192898
ASV_680	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_melanoconidium	0.9381713938240368
ASV_681	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__Solicoccozyma_terrea	0.8099685909849009
ASV_682	Unassigned	0.5188402149587111
ASV_683	Unassigned	0.5822467127668971
ASV_684	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium	0.9977682358747465
ASV_685	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella	0.9999678298090452
ASV_686	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae;g__Scolecobasidium;s__Scolecobasidium_constrictum	0.9999672128535895
ASV_687	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__Solicoccozyma_terrea	0.8153805120941101
ASV_688	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9792519108416833
ASV_689	Unassigned	0.5148971195561194
ASV_690	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__unidentified	0.9120711913898729
ASV_691	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__unidentified;s__unidentified	0.7984612169686021
ASV_692	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Xanthothecium;s__Xanthothecium_peruvianum	0.9999990220337005
ASV_693	Unassigned	0.4604881949506934
ASV_694	k__Fungi;p__Zoopagomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.9868479980426983
ASV_695	k__Viridiplantae;p__Chlorophyta;c__Chlorophyta_cls_Incertae_sedis;o__Chlorophyta_ord_Incertae_sedis;f__Chlorophyta_fam_Incertae_sedis;g__Klebsormidium;s__unidentified	0.9999995722490446
ASV_696	Unassigned	0.4986409370480942
ASV_697	Unassigned	0.666779027946678
ASV_698	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae;g__Lycoperdon;s__Lycoperdon_pratense	0.9896375884232377
ASV_699	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9992612860791514
ASV_700	Unassigned	0.6630863637241068
ASV_701	Unassigned	0.6918878774695776
ASV_702	k__Viridiplantae;p__Bryophyta;c__Bryopsida;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.9999615549157099
ASV_703	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_cancerae	0.9138912697638736
ASV_704	Unassigned	0.6763458516148093
ASV_705	Unassigned	0.5882029079484724
ASV_706	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_curvipes	0.9998386976605942
ASV_707	k__Fungi	0.7789325874303655
ASV_708	k__Fungi	0.7706866243665826
ASV_709	Unassigned	0.36938935003253137
ASV_710	k__Protista;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.910034684722163
ASV_711	k__Fungi;p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales;f__Piptocephalidaceae;g__Syncephalis;s__Syncephalis_fuscata	0.9999999792750034
ASV_712	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_fatshederae	0.7298991516854156
ASV_713	Unassigned	0.5992073686989703
ASV_714	k__Fungi;p__Basidiomycota;c__Microbotryomycetes	0.9977450936317349
ASV_715	Unassigned	0.7504266399831021
ASV_716	k__Fungi	0.7702844812010512
ASV_717	Unassigned	0.5784857077820491
ASV_718	Unassigned	0.307290964693245
ASV_719	Unassigned	0.5937839968643448
ASV_720	Unassigned	0.5425323352726188
ASV_721	k__Fungi;p__Ascomycota;c__Laboulbeniomycetes;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.999996832507435
ASV_722	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Byssonectria;s__Byssonectria_fusispora	0.9999977247617287
ASV_723	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella	0.9999673389520181
ASV_724	Unassigned	0.354072963032793
ASV_725	Unassigned	0.5766630647014492
ASV_726	k__Fungi	0.8408727365282769
ASV_727	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium;s__Schizothecium_carpinicola	0.7972793715264515
ASV_728	Unassigned	0.6166474124391663
ASV_729	k__Fungi;p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales;f__Piptocephalidaceae;g__Syncephalis;s__unidentified	0.9340774360277774
ASV_730	Unassigned	0.7022488248001022
ASV_731	k__Fungi;p__Basidiomycota;c__Atractiellomycetes;o__Atractiellales;f__Hoehnelomycetaceae;g__Atractiella;s__Atractiella_solani	0.999999973571406
ASV_732	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae	0.9965751961715482
ASV_733	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Tricladiaceae;g__Mycofalcella;s__Mycofalcella_calcarata	0.7742139797619357
ASV_734	k__Protista;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.9274034787711848
ASV_735	Unassigned	0.6249595620699586
ASV_736	k__Fungi;p__Kickxellomycota;c__Kickxellomycetes;o__Kickxellales;f__unidentified;g__unidentified;s__unidentified	0.7498206619087076
ASV_737	Unassigned	0.37153018469266075
ASV_738	k__Fungi;p__Basidiomycota	0.7016047461936126
ASV_739	Unassigned	0.6774104142016055
ASV_740	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__unidentified;s__unidentified	0.9997746743724549
ASV_741	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9987841178546317
ASV_742	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9966235040455075
ASV_743	k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercomonadida;f__unidentified;g__unidentified;s__unidentified	0.9999943347182703
ASV_744	Unassigned	0.7165155394780363
ASV_745	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_atricola	0.9170058154475764
ASV_746	Unassigned	0.7348342032818298
ASV_747	k__Fungi;p__Chytridiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.8493525638212357
ASV_748	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	0.9998882253891516
ASV_749	Unassigned	0.5640014964936089
ASV_750	Unassigned	0.5935158347870173
ASV_751	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae;g__Bovista;s__Bovista_plumbea	0.8285128869669988
ASV_752	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma	0.9999844480079355
ASV_753	Unassigned	0.529713303107331
ASV_754	Unassigned	0.7264926425293894
ASV_755	Unassigned	0.6128666832227098
ASV_756	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__unidentified	0.9997842801214402
ASV_757	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9983525145116611
ASV_758	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Eremomycetaceae;g__Arthrographis	0.9999999828141352
ASV_759	Unassigned	0.7399833289842825
ASV_760	Unassigned	0.3722951794315359
ASV_761	Unassigned	0.5597590766812433
ASV_762	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9875339488062225
ASV_763	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Gyoerffyella;s__unidentified	0.9995565390512544
ASV_764	Unassigned	0.514854604997385
ASV_765	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.9121812928174468
ASV_766	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9997278491961016
ASV_767	Unassigned	0.5055224332937591
ASV_768	k__Fungi;p__Ascomycota	0.8771798519237348
ASV_769	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola	0.7065729422795887
ASV_770	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phialophora;s__Phialophora_mustea	0.7324965895011356
ASV_771	Unassigned	0.3736656676193275
ASV_772	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	0.9999863705105363
ASV_773	k__Fungi;p__Chytridiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.7839447050777657
ASV_774	Unassigned	0.4262268316641693
ASV_775	k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__GS16;f__unidentified;g__unidentified;s__unidentified	0.9995916852302038
ASV_776	Unassigned	0.5949322344409476
ASV_777	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9966790055062704
ASV_778	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__Psathyrella_merdicola	0.9997533635985043
ASV_779	Unassigned	0.6124061633942289
ASV_780	Unassigned	0.4000881128861604
ASV_781	Unassigned	0.5132542431939335
ASV_782	k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__unidentified;g__unidentified;s__unidentified	0.983645977404896
ASV_783	Unassigned	0.5628176640614765
ASV_784	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.7790021928524993
ASV_785	k__Protista;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.8546717365470347
ASV_786	Unassigned	0.5588736232431679
ASV_787	Unassigned	0.6662973090750328
ASV_788	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Darksidea	0.7885740409317675
ASV_789	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae	0.999999997810614
ASV_790	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium;s__Schizothecium_carpinicola	0.9803037335218368
ASV_791	Unassigned	0.5312094186842077
ASV_792	Unassigned	0.47844790513713686
ASV_793	Unassigned	0.649221944989768
ASV_794	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Eremomycetaceae;g__Arthrographis	0.9999999823690418
ASV_795	Unassigned	0.6336876751738697
ASV_796	Unassigned	0.3823602703280622
ASV_797	Unassigned	0.3631373944196271
ASV_798	Unassigned	0.5609392216424379
ASV_799	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9993735866468659
ASV_800	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Monodictys;s__Monodictys_arctica	0.9998204968228789
ASV_801	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium;s__Schizothecium_carpinicola	0.859267720839618
ASV_802	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma	0.9997373356016533
ASV_803	Unassigned	0.7419132475566566
ASV_804	k__Fungi;p__Rozellomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.9138205660046002
ASV_805	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lyophyllaceae;g__Lyophyllum;s__Lyophyllum_infumatum	0.7684952898540462
ASV_806	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae	0.9975392574742266
ASV_807	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae	0.9998261943945342
ASV_808	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Cephalotrichum	0.9935033546985679
ASV_809	Unassigned	0.40457758964611734
ASV_810	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Endogonales;f__unidentified;g__unidentified;s__unidentified	0.7391451140815841
ASV_811	Unassigned	0.6106579246133796
ASV_812	Unassigned	0.6197895407936476
ASV_813	Unassigned	0.634634785851208
ASV_814	Unassigned	0.6279972637171672
ASV_815	k__Fungi;p__Rozellomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.9129769983467
ASV_816	Unassigned	0.6825238060987477
ASV_817	Unassigned	0.4010423734516758
ASV_818	k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__unidentified	0.9929415032911588
ASV_819	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudeurotium;s__unidentified	0.9114029029362234
ASV_820	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__unidentified;s__unidentified	0.7987435226599502
ASV_821	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae	0.9905717267212508
ASV_822	Unassigned	0.5988529927449042
ASV_823	k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Thaumatomonadida;f__Thaumatomastigidae;g__Thaumatomonas;s__unidentified	0.999999987316727
ASV_824	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Cephalotrichum	0.9992487018716977
ASV_825	k__Protista;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.7374075400224517
ASV_826	Unassigned	0.6621645326907479
ASV_827	Unassigned	0.35329933195754726
ASV_828	Unassigned	0.5685636897107365
ASV_829	Unassigned	0.6002318948429215
ASV_830	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	0.9993319147929051
ASV_831	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium	0.9902770355142583
ASV_832	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae	0.9997195279727926
ASV_833	Unassigned	0.5765715167722032
ASV_834	Unassigned	0.5661647597650327
ASV_835	Unassigned	0.631860793843962
ASV_836	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Tremellodendropsidales;f__unidentified;g__unidentified;s__unidentified	0.8799702269162896
ASV_837	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9989650964459755
ASV_838	Unassigned	0.4773826171779133
ASV_839	k__Fungi;p__Ascomycota	0.8786129592007281
ASV_840	k__Fungi;p__Chytridiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.828650765067066
ASV_841	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Melanophyllum;s__Melanophyllum_haematospermum	0.9999378974985961
ASV_842	Unassigned	0.5475181570463563
ASV_843	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9946044953483401
ASV_844	k__Protista;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.7455203155244319
ASV_845	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_gamsii	0.9992313961606651
ASV_846	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Lophotrichus;s__Lophotrichus_fimeti	0.9238880808421986
ASV_847	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_kongii	0.9972653153293458
ASV_848	Unassigned	0.36617581058114934
ASV_849	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Emericellopsis;s__Emericellopsis_minima	0.9368125781705772
ASV_850	Unassigned	0.5343726542964491
ASV_851	Unassigned	0.7431762941149013
ASV_852	Unassigned	0.5924657075854725
ASV_853	k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Sonoraphlyctidaceae;g__Sonoraphlyctis;s__Sonoraphlyctis_ranzonii	0.9999355388263765
ASV_854	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces	0.9999165761962188
ASV_855	Unassigned	0.6000671686909886
ASV_856	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces	0.9991736222047698
ASV_857	k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Thaumatomonadida;f__Thaumatomastigidae;g__Thaumatomonas;s__unidentified	0.9974010064606912
ASV_858	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Scutellinia;s__unidentified	0.8384141515652064
ASV_859	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scopulariopsis;s__Scopulariopsis_acremonium	0.9983957465676773
ASV_860	Unassigned	0.6497910300620929
ASV_861	k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Sonoraphlyctidaceae;g__Sonoraphlyctis;s__Sonoraphlyctis_ranzonii	0.7289415909069213
ASV_862	Unassigned	0.6420292394573992
ASV_863	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_spinosum	0.9999849160353796
ASV_864	Unassigned	0.7325712650286753
ASV_865	Unassigned	0.4643063179495204
ASV_866	k__Fungi;p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales;f__Piptocephalidaceae;g__Syncephalis;s__unidentified	0.9379870514051779
ASV_867	Unassigned	0.5505309904440672
ASV_868	k__Protista;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.7905227295282415
ASV_869	Unassigned	0.561783105644643
ASV_870	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Clitopilus	0.9998260728910091
ASV_871	Unassigned	0.35385607890138004
ASV_872	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Acrospermales;f__Acrospermales_fam_Incertae_sedis;g__Leptodiscella;s__unidentified	0.9999999919390633
ASV_873	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9950307479378256
ASV_874	k__Rhizaria;p__Cercozoa	0.7574836769880752
ASV_875	Unassigned	0.43611630920337374
ASV_876	k__Stramenopila;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.9328627841776965
ASV_877	Unassigned	0.3398021422477884
ASV_878	Unassigned	0.32416366534316743
ASV_879	Unassigned	0.5121363358283498
ASV_880	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.8201979268605839
ASV_881	Unassigned	0.34015140082578676
ASV_882	Unassigned	0.3184313492508566
ASV_883	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9979476574164471
ASV_884	Unassigned	0.507322825284309
ASV_885	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9993022306901025
ASV_886	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium;s__Schizothecium_carpinicola	0.864409799671038
ASV_887	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.719289262618401
ASV_888	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.998732946034837
ASV_889	Unassigned	0.6486021645175224
ASV_890	k__Fungi	0.9821886525419861
ASV_891	Unassigned	0.6118992373497096
ASV_892	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.8014506342935179
ASV_893	Unassigned	0.7428913362468605
ASV_894	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_caesiellus	0.9972413956728571
ASV_895	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_luteofuscum	0.9815696954586478
ASV_896	Unassigned	0.4373176198929901
ASV_897	Unassigned	0.7596728288626642
ASV_898	Unassigned	0.6802621382446346
ASV_899	Unassigned	0.7176082111395394
ASV_900	Unassigned	0.552964925677386
ASV_901	Unassigned	0.7820626646662581
ASV_902	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Tetracladium;s__unidentified	0.969863160237643
ASV_903	Unassigned	0.3059112912664377
ASV_904	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma	0.999997474660579
ASV_905	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__unidentified;g__unidentified;s__unidentified	0.9820853969188634
ASV_906	Unassigned	0.4295169398294336
ASV_907	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9991153966732289
ASV_908	Unassigned	0.7137150560216532
ASV_909	Unassigned	0.5608348969744028
ASV_910	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9980759895454735
ASV_911	Unassigned	0.7556133070019573
ASV_912	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Dichotomopilus;s__Dichotomopilus_pratensis	0.9999984417787492
ASV_913	Unassigned	0.5677759470176921
ASV_914	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma	0.9398212430317212
ASV_915	Unassigned	0.7149526531461248
ASV_916	k__Viridiplantae;p__Bryophyta;c__Bryopsida;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.9999031433264844
ASV_917	Unassigned	0.5886040648275143
ASV_918	Unassigned	0.4476566761704458
ASV_919	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	0.9999056538852226
ASV_920	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hydnangiaceae;g__Laccaria	0.9999542935079166
ASV_921	Unassigned	0.4373687379216309
ASV_922	Unassigned	0.4053804027687147
ASV_923	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Thelebolaceae;g__Thelebolus;s__Thelebolus_globosus	0.7283223922056746
ASV_924	k__Viridiplantae;p__Bryophyta;c__Bryopsida;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.9999936589636423
ASV_925	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.992018105702392
ASV_926	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae;g__Brassica;s__Brassica_juncea	0.9988905970845106
ASV_927	Unassigned	0.5840490037768876
ASV_928	k__Fungi;p__Chytridiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.7681558559675077
ASV_929	k__Fungi;p__Ascomycota;c__Sordariomycetes	0.8524374560047907
ASV_930	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__unidentified;g__unidentified;s__unidentified	0.9711277669211188
ASV_931	Unassigned	0.34501043953350985
ASV_932	k__Rhizaria;p__Cercozoa	0.7551851592285616
ASV_933	k__Protista;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.8996393476664526
ASV_934	Unassigned	0.727668044665374
ASV_935	Unassigned	0.43587125686205586
ASV_936	k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Thaumatomonadida;f__Thaumatomastigidae;g__Thaumatomonas;s__unidentified	0.9999989966429925
ASV_937	Unassigned	0.4552109566405188
